sample_id,macrocategory,category,type,subtype,fermented/non-fermented,country,cluster_div,unknown_per
VB-09-M7,food,dairy,cheese,ripened_cheese_c1_rind,F,AUT,13801,0.924498225
F06-19,food,fermented_meat,meat,sausage_after_ripening,F,ESP,6400,0.91625
Q03-29,food,dairy,cheese,cheese_1_after_ripening;rind,F,ESP,3724,0.829484425
F05-18,food,fermented_meat,meat,sausage_after_ripening,F,ESP,4195,0.905125149
Q01-30,food,dairy,cheese,cheese_2_after_ripening;rind,F,ESP,4499,0.859079796
Q04-30,food,dairy,cheese,cheese_2_after_ripening;rind,F,ESP,8636,0.780222325
F05-19,food,fermented_meat,meat,sausage_after_ripening,F,ESP,3494,0.863766457
DS_10,food,fermented_meat,salami,salame_napoli,F,ITA,2032,0.777066929
DS_98,food,fermented_meat,salami,finocchiona,F,ITA,1975,0.772151899
DF_95,food,dairy,cheese,pecorino_di_fossa,F,ITA,2235,0.759284116
DS_91,food,fermented_meat,salami,finocchiona,F,ITA,3642,0.767984624
DF_5,food,dairy,cheese,castelmagno,F,ITA,5329,0.693938825
DS_69,food,fermented_meat,salami,salame_napoli,F,ITA,3910,0.833248082
DS_65,food,fermented_meat,salami,salame_ungherese,F,ITA,1266,0.809636651
DS_84,food,fermented_meat,salami,salame_ungherese,F,ITA,1610,0.808695652
SA009_71775,food,fermented_meat,salami,salsiccia_di_calabria,F,ITA,4564,0.862182296
DS_110,food,fermented_meat,salami,salame_napoli,F,ITA,4122,0.863415818
DS_1,food,fermented_meat,salami,soppressata_dolce,F,ITA,5114,0.880524052
DS_19,food,fermented_meat,salami,salame_ungherese,F,ITA,1231,0.822908205
DS_82,food,fermented_meat,salami,salame_ungherese,F,ITA,3579,0.806649902
TGS01-30,food,dairy,cheese,cheese_2_after_ripening;rind,F,IRL,3039,0.829878249
F02-18,food,fermented_meat,meat,sausage_after_ripening,F,ESP,1344,0.770833333
Q03-27,food,dairy,cheese,cheese_1_after_ripening;core,F,ESP,2597,0.747015787
DS_56,food,fermented_meat,salami,salsiccia_casareccia_dolce,F,ITA,1523,0.898227183
DS_106,food,fermented_meat,salami,salame_al_cinghiale,F,ITA,1356,0.81120944
Q03-28,food,dairy,cheese,cheese_2_after_ripening;core,F,ESP,3310,0.80694864
DS_116,food,fermented_meat,salami,salame_napoli,F,ITA,1813,0.762824049
DF_121,food,dairy,cheese,pecorino_bagnolese,F,ITA,5273,0.762943296
SRS3379159,food,fermented_fruits_and_vegetables,red_pepper_sauce,,F,CHN,1439,0.46143155
PR107_71775,food,dairy,cheese,pecorino_romano,F,ITA,2242,0.735950045
ERS3466758,food,dairy,cheese,cheddar,F,IRL,2046,0.724340176
SP109_71775,food,fermented_meat,salami,salame_piacentino,F,ITA,3506,0.862521392
DS_83,food,fermented_meat,salami,finocchiona,F,ITA,3771,0.810925484
DS_51,food,fermented_meat,salami,finocchiona,F,ITA,2459,0.805612037
DS_50,food,fermented_meat,salami,salame_napoli,F,ITA,2632,0.768237082
SC109_71775,food,fermented_meat,salami,soppressata_di_calabria,F,ITA,4691,0.82796845
DS_66,food,fermented_meat,salami,finocchiona,F,ITA,3510,0.813960114
DS_53,food,fermented_meat,salami,salame_napoli,F,ITA,1714,0.725204201
ERS3466751,food,dairy,cheese,cheddar,F,IRL,4811,0.757223031
DS_68,food,fermented_meat,salami,finocchiona,F,ITA,2716,0.733431517
SS007_71775,food,fermented_meat,salami,soppressata_stagionata,F,ITA,2070,0.763768116
DS_72,food,fermented_meat,salami,salame_felino,F,ITA,1137,0.73175022
ERS3466743,food,dairy,cheese,cheddar,F,IRL,2926,0.515037594
FI010_71775,food,fermented_meat,salami,finocchiona,F,ITA,4341,0.801197881
DS_64,food,fermented_meat,salami,finocchiona,F,ITA,2070,0.737681159
DS_97,food,fermented_meat,salami,salame_toscano,F,ITA,4126,0.796897722
F06-18,food,fermented_meat,meat,sausage_after_ripening,F,ESP,494,0.728744939
P2170_73322,food,dairy,cheese,cheese_2_after_ripening;interior,F,ESP,892,0.662556054
DS_2,food,fermented_meat,salami,salame_avellino,F,ITA,3467,0.835881165
DS_63,food,fermented_meat,salami,salame_napoli,F,ITA,2181,0.802384227
DS_87,food,fermented_meat,salami,salame_dolce,F,ITA,2055,0.777615572
DS_112,food,fermented_meat,salami,salame_felino,F,ITA,5365,0.528797763
DS_70,food,fermented_meat,salami,cacciatore_italiano,F,ITA,1373,0.697013838
DF_28,food,dairy,cheese,pecorino_toscano,F,ITA,4199,0.738271017
FI109_71775,food,fermented_meat,salami,finocchiona,F,ITA,1978,0.81041456
Q04-28,food,dairy,cheese,cheese_2_after_ripening;core,F,ESP,2807,0.658710367
Q05-27,food,dairy,cheese,cheese_1_after_ripening;core,F,ESP,2845,0.708260105
injera_E1,food,fermented_grains_legumes_and_seeds,injera,teff,F,ETH,2406,0.897339983
V-23.1,food,dairy,cheese,cheese_core_1_t15,F,ITA,4198,0.764888042
TGS08-29,food,dairy,cheese,cheese_1_after_ripening;rind,F,IRL,16794,0.855067286
FI009_71775,food,fermented_meat,salami,finocchiona,F,ITA,1566,0.649425287
ERS3466742,food,dairy,cheese,feta,F,IRL,2296,0.615853659
R03-19,food,fermented_meat,meat,fresh_meat_after_ripening,F,ESP,2942,0.860639021
P2567,food,dairy,cheese,cheese_2_before_ripening;interior,F,ESP,4384,0.798585766
V-24.1,food,dairy,cheese,cheese_core_2_t15,F,ITA,3810,0.764566929
DS_78,food,fermented_meat,salami,salame_felino,F,ITA,2591,0.881512929
P2245_73323,food,dairy,cheese,cheese_2_before_ripening;rind,F,ESP,8733,0.837054849
P2248_73323,food,dairy,cheese,cheese_1_after_ripening;interior,F,ESP,5536,0.853504335
P2628,food,dairy,cheese,cheese_1_after_ripening;rind,F,ESP,6969,0.77844741
SRS2870592,food,dairy,cheese,cheddar_cheese_spiked_with_ecoli,F,USA,1980,0.452525253
ERS3466739,food,dairy,cheese,cheddar,F,IRL,1081,0.62719704
DF_47,food,dairy,cheese,pastore_sardo,F,ITA,1518,0.644927536
P2167_73322,food,dairy,cheese,cheese_1_after_ripening;rind,F,ESP,2353,0.762855929
P2250_73323,food,dairy,cheese,cheese_2_after_ripening;interior,F,ESP,9979,0.857500752
TA003_71775,food,dairy,cheese,taleggio,F,ITA,6555,0.887261632
V-30,food,dairy,cheese,cheese_rind_2_t30,F,ITA,7365,0.849966056
DF_7,food,dairy,cheese,canestrato_foggiano,F,ITA,5147,0.865747037
AF63,food,fermented_tubers_and_roots,otiru,sphenostylis_stenocarpa,F,NGA,2234,0.753357207
DC18-F-BR,food,dairy,cheese,ripened_cheese_b_rind,F,AUT,2711,0.664699373
PT008_71775,food,dairy,cheese,pecorino_toscano,F,ITA,3528,0.730442177
V-26.1,food,dairy,cheese,cheese_rind_2_t15,F,ITA,7781,0.83922375
SRS2870594,food,dairy,cheese,cheddar_cheese_spiked_with_ecoli,F,USA,771,0.680933852
DS_49,food,fermented_meat,salami,salame_felino,F,ITA,620,0.743548387
P2630,food,dairy,cheese,cheese_2_after_ripening;rind,F,ESP,6154,0.767468313
R03-18,food,fermented_meat,meat,fresh_meat_after_ripening,F,ESP,1462,0.878248974
FO013_71775,food,dairy,cheese,fontina,F,ITA,4016,0.835408367
DS_57,food,fermented_meat,salami,cacciatore_italiano,F,ITA,1438,0.691933241
DC18-F-AR,food,dairy,cheese,ripened_cheese_a_rind,F,AUT,2870,0.704529617
MV011_71775,food,dairy,cheese,monte_veronese,F,ITA,4960,0.772983871
DF_8,food,dairy,cheese,tatie,F,ITA,5439,0.867438867
TGS01-29,food,dairy,cheese,cheese_1_after_ripening;rind,F,IRL,2293,0.771042303
Q04-27,food,dairy,cheese,cheese_1_after_ripening;core,F,ESP,3547,0.693261911
SRS1779545,food,fermented_meat,meat,felino-type_sausages,F,ITA,2457,0.680504681
P2644,food,dairy,cheese,cheese_2_after_ripening;interior,F,ESP,1054,0.64516129
SF011_73417,food,fermented_meat,salami,salame_felino,F,ITA,1365,0.610989011
Q07-27,food,dairy,cheese,cheese_1_after_ripening;core,F,ESP,3663,0.803439803
SF013_71775,food,fermented_meat,salami,salame_felino,F,ITA,6269,0.812250758
SRS2870579,food,dairy,cheese,cheddar_cheese_spiked_with_ecoli,F,USA,1434,0.458158996
SRS2870593,food,dairy,cheese,cheddar_cheese_spiked_with_ecoli,F,USA,1724,0.466357309
V-27,food,dairy,cheese,cheese_core_1_t30,F,ITA,2944,0.753057065
DS_108,food,fermented_meat,salami,salame_felino,F,ITA,1608,0.687189055
DS_71,food,fermented_meat,salami,salame_ungherese,F,ITA,1366,0.716691069
V-25.1,food,dairy,cheese,cheese_rind_1_t15,F,ITA,7666,0.842160188
SRS2870597,food,dairy,cheese,cheddar_cheese_spiked_with_ecoli,F,USA,1654,0.441958888
ERS3466748,food,dairy,cheese,tomme,F,IRL,2054,0.622687439
P2599,food,dairy,cheese,cheese_1_after_ripening;interior,F,ESP,12327,0.82169222
V-28,food,dairy,cheese,cheese_core_2_t30,F,ITA,4250,0.769882353
SRS2870596,food,dairy,cheese,cheddar_cheese_spiked_with_ecoli,F,USA,433,0.741339492
SRS2870595,food,dairy,cheese,cheddar_cheese_spiked_with_ecoli,F,USA,488,0.743852459
F03-19,food,fermented_meat,meat,sausage_after_ripening,F,ESP,1365,0.718681319
DF_67,food,dairy,cheese,pecorino_bagnolese,F,ITA,3948,0.726950355
SR008_71775,food,fermented_meat,salami,soppressata_di_ricigliano,F,ITA,3926,0.777636271
TGS12-29,food,dairy,cheese,cheese_1_after_ripening;rind,F,IRL,5443,0.885908506
F07-19,food,fermented_meat,meat,sausage_after_ripening,F,ESP,2216,0.825812274
DS_3,food,fermented_meat,salami,salame_s_antonio_abate,F,ITA,816,0.713235294
F02-19,food,fermented_meat,meat,sausage_after_ripening,F,ESP,1380,0.801449275
F04-18,food,fermented_meat,meat,sausage_after_ripening,F,ESP,398,0.650753769
C05-18,food,fermented_meat,meat,cured_meat_after_ripening,F,ESP,1988,0.888832998
F07-18,food,fermented_meat,meat,sausage_after_ripening,F,ESP,3723,0.729519205
DS_20,food,fermented_meat,salami,salame_ungherese,F,ITA,1930,0.63626943
DS_105,food,fermented_meat,salami,salame_negronetto,F,ITA,3497,0.819845582
DS_12,food,fermented_meat,salami,salame,F,ITA,4047,0.827526563
DS_21,food,fermented_meat,salami,salame_nostrano,F,ITA,1175,0.659574468
DS_27,food,fermented_meat,salami,salsiccia_piccante,F,ITA,2896,0.799378453
ERS3967707,food,fermented_grains_legumes_and_seeds,kvass,beetroot_kvass,F,IRL,2173,0.511274735
ERS3967742,food,fermented_fruits_and_vegetables,carrot_sticks,,F,IRL,887,0.67643743
DS_93,food,fermented_meat,salami,salame_felino,F,ITA,1047,0.743075454
SRS1779555,food,fermented_meat,meat,felino-type_sausages,F,ITA,470,0.674468085
DS_120,food,fermented_meat,salami,cacciatore_italiano,F,ITA,1539,0.693307342
F03-18,food,fermented_meat,meat,sausage_after_ripening,F,ESP,1696,0.725825472
ST007_71775,food,fermented_meat,salami,salame_tipico,F,ITA,2263,0.684931507
SRS2870567,food,dairy,cheese,cheddar_cheese_spiked_with_ecoli,F,USA,1521,0.466798159
DS_55,food,fermented_meat,salami,salame_ungherese,F,ITA,2100,0.71
P2611,food,dairy,cheese,cheese_2_after_ripening;interior,F,ESP,2641,0.754638395
P2624,food,dairy,cheese,cheese_1_before_ripening;rind,F,ESP,5407,0.788422415
P2627,food,dairy,cheese,cheese_2_before_ripening;interior,F,ESP,4978,0.791482523
SRS1779551,food,fermented_meat,meat,felino-type_sausages,F,ITA,273,0.688644689
DS_103,food,fermented_meat,salami,salame_napoli,F,ITA,3642,0.521691378
SRS1779548,food,fermented_meat,meat,felino-type_sausages,F,ITA,277,0.685920578
TO013_71775,food,dairy,cheese,toma_piemontese,F,ITA,5146,0.79168286
ERS3466740,food,dairy,cheese,cheddar,F,IRL,1554,0.617117117
Q03-26,food,dairy,cheese,cheese_2_before_ripening;rind,F,ESP,1781,0.672655811
Q04-25,food,dairy,cheese,cheese_1_before_ripening;rind,F,ESP,4085,0.640146879
M-26.1,food,dairy,cheese,cheese_rind_2_t15,F,ITA,2238,0.702859696
O-26.1,food,dairy,cheese,cheese_rind_2_t30,F,ITA,5397,0.71372985
M-25.1,food,dairy,cheese,cheese_rind_1_t15,F,ITA,860,0.719767442
I-25,food,dairy,cheese,cheese_rind_1_t0,F,ITA,1781,0.661987647
Q01-27,food,dairy,cheese,cheese_1_after_ripening;core,F,ESP,2281,0.618588338
I-25.1,food,dairy,cheese,cheese_rind_1_t90,F,ITA,1297,0.759444873
M-30,food,dairy,cheese,cheese_rind_2_t45,F,ITA,2136,0.636235955
O-26,food,dairy,cheese,cheese_rind_2_t0,F,ITA,1795,0.672980501
M-26,food,dairy,cheese,cheese_rind_2_t0,F,ITA,691,0.742402315
Q04-26,food,dairy,cheese,cheese_2_before_ripening;rind,F,ESP,3529,0.638141116
Q08-26,food,dairy,cheese,cheese_2_before_ripening;rind,F,ESP,4174,0.742453282
Q01-25,food,dairy,cheese,cheese_1_before_ripening;rind,F,ESP,2219,0.752591257
V-26,food,dairy,cheese,cheese_rind_2_t0,F,ITA,3430,0.75335277
Q01-23X,food,dairy,cheese,,F,ESP,2467,0.736927442
Q08-25,food,dairy,cheese,cheese_1_before_ripening;rind,F,ESP,3684,0.82844734
M-29,food,dairy,cheese,cheese_rind_1_t45,F,ITA,2610,0.731417625
O-25,food,dairy,cheese,cheese_rind_1_t0,F,ITA,1590,0.667295597
P2183_73322,food,dairy,cheese,cheese_1_before_ripening;rind,F,ESP,610,0.767213115
I-26.1,food,dairy,cheese,cheese_rind_2_t90,F,ITA,1224,0.742647059
SRS3379170,food,fermented_fruits_and_vegetables,red_pepper_sauce,,F,CHN,670,0.825373134
SRS5653391,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,1253,0.817238627
ERS3967692,food,fermented_grains_legumes_and_seeds,boza,,F,GBR,2400,0.841666667
ERS3967712,food,fermented_fruits_and_vegetables,kimchi,,F,IRL,778,0.703084833
SRS974112,food,dairy,cheese,cotija,F,MEX,5421,0.834347906
SRS5652990,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,592,0.815878378
SRS5653137,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,1661,0.812763396
Q07-28,food,dairy,cheese,cheese_2_after_ripening;core,F,ESP,3395,0.802061856
DF_101,food,dairy,cheese,pecorino_bagnolese,F,ITA,5049,0.809863339
DF_79,food,dairy,cheese,castelmagno,F,ITA,6678,0.76130578
P2631,food,dairy,cheese,cheese_2_after_ripening;interior,F,ESP,5664,0.783545198
AS001_71775,food,dairy,cheese,asiago,F,ITA,3940,0.796192893
S-28.0,food,dairy,cheese,mozzarella,F,ITA,1176,0.767006803
Q11,food,dairy,kefir,milk_kefir,F,IRL,1374,0.770014556
DF_117,food,dairy,cheese,provolone_del_monaco,F,ITA,2756,0.742017417
P2550,food,dairy,cheese,cheese_2_after_ripening;rind,F,ESP,4812,0.836658354
WK026-2-G-48h-04A2_S102,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_grain,F,AUT,2794,0.881531854
WK054-2-G-48h-05G6_S112,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_grain,F,FRA,2927,0.868807653
S8,food,dairy,kefir,milk_kefir,F,FRA,1716,0.734265734
P2618,food,dairy,cheese,cheese_1_after_ripening;rind,F,ESP,8538,0.810728508
VB15-27,food,dairy,cheese,ripened_cheese_a_core,F,AUT,1244,0.839228296
PU007_71775,food,dairy,cheese,puzzone_di_moena,F,ITA,11781,0.892963246
G9,food,dairy,kefir,milk_kefir,F,PRT,1633,0.752602572
k5,food,dairy,kefir,milk_kefir,F,SGP,1637,0.889431888
PR102_71775,food,dairy,cheese,pecorino_romano,F,ITA,6802,0.827403705
PR207_71775,food,dairy,cheese,pecorino_romano,F,ITA,4977,0.851918827
WK025-1-L-48h-02H5_S6,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,GBR,4451,0.879352954
WK029-2-G-48h-04A5_S105,food,fermented_beverages,water_kefir,water_kefir_figs_dried_grain,F,USA,2185,0.90389016
D8,food,dairy,kefir,milk_kefir,F,DNK,2548,0.689952904
N10,food,dairy,kefir,milk_kefir,F,IND,1719,0.777196044
P2577,food,dairy,cheese,cheese_2_before_ripening;interior,F,ESP,3216,0.776741294
PR004_71775,food,dairy,cheese,pecorino_romano,F,ITA,3072,0.808268229
M-27,food,dairy,cheese,cheese_core_1_t45,F,ITA,3340,0.82994012
O-27,food,dairy,cheese,cheese_core_1_t60,F,ITA,3031,0.780930386
WK055-2-G-48h-05G7_S113,food,fermented_beverages,water_kefir,water_kefir_figs_dried_grain,F,AUT,3469,0.922744307
D7,food,dairy,kefir,milk_kefir,F,DNK,1594,0.756587202
O7,food,dairy,kefir,milk_kefir,F,RUS,1497,0.728790915
S6,food,dairy,kefir,milk_kefir,F,FRA,1698,0.73557126
SRS6087091,food,fermented_beverages,pulque,aguamiel_pulque,F,MEX,1807,0.788046486
P2625,food,dairy,cheese,cheese_1_before_ripening;interior,F,ESP,5260,0.780228137
VB16-28,food,dairy,cheese,ripened_cheese_b_core,F,AUT,2728,0.875366569
CM008_71775,food,dairy,cheese,castelmagno,F,ITA,2757,0.77257889
PR005_71775,food,dairy,cheese,pecorino_romano,F,ITA,1754,0.839224629
WK015-1-L-48h-02C4_S82,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,DEU,3081,0.851022395
DF_109,food,dairy,cheese,pastorino_sardo,F,ITA,1044,0.836206897
DF_16,food,dairy,cheese,fiore_sardo,F,ITA,4212,0.544871795
P2545,food,dairy,cheese,cheese_1_before_ripening;interior,F,ESP,4182,0.817551411
P2621,food,dairy,cheese,cheese_2_after_ripening;interior,F,ESP,4860,0.767901235
VB04-27,food,dairy,cheese,ripened_cheese_a_core,F,AUT,2350,0.816595745
CF008_71775,food,dairy,cheese,caciotta_toscana_affumicata_nel_fieno,F,ITA,3235,0.736939722
R1,food,dairy,kefir,milk_kefir,F,IRL,1364,0.816715543
SRS5652995,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,1469,0.866575902
P2597,food,dairy,cheese,cheese_2_before_ripening;interior,F,ESP,4939,0.734966592
VB03-28,food,dairy,cheese,ripened_cheese_b_core,F,AUT,2374,0.822662174
PB007_73417,food,dairy,cheese,pecorino_bagnolese,F,ITA,6501,0.621442855
PM001_71775,food,dairy,cheese,provolone_del_monaco,F,ITA,2865,0.772076789
I-28,food,dairy,cheese,cheese_core_2_t180,F,ITA,2001,0.823588206
S-27.0,food,dairy,cheese,mozzarella,F,ITA,1041,0.76753122
P2559,food,dairy,cheese,cheese_1_after_ripening;interior,F,ESP,3398,0.770158917
VB04-28,food,dairy,cheese,ripened_cheese_b_core,F,AUT,1605,0.750155763
I-30,food,dairy,cheese,cheese_rind_2_t180,F,ITA,3296,0.746359223
T5,food,dairy,kefir,milk_kefir,F,IRL,2907,0.796009632
P2549,food,dairy,cheese,cheese_1_after_ripening;interior,F,ESP,7109,0.853143902
P2619,food,dairy,cheese,cheese_1_after_ripening;interior,F,ESP,7162,0.681513544
TGS07-23,food,dairy,cheese,cheese_1_before_ripening;core,F,IRL,3152,0.834708122
WK025-1-L-08h-02H4_S5,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,GBR,4159,0.876653042
SRS6087089,food,fermented_beverages,pulque,aguamiel_pulque,F,MEX,1905,0.812598425
P2581,food,dairy,cheese,cheese_2_after_ripening;interior,F,ESP,6145,0.868999186
P2638,food,dairy,cheese,cheese_1_after_ripening;rind,F,ESP,3613,0.923885967
TGS10-30,food,dairy,cheese,cheese_2_after_ripening;rind,F,IRL,2819,0.784320681
R4,food,dairy,kefir,milk_kefir,F,GBR,2971,0.823291821
ERS3967690,food,fermented_grains_legumes_and_seeds,kvass,rye_bread_and_sugar_kvass,F,RUS,2780,0.818705036
P2629,food,dairy,cheese,cheese_1_after_ripening;interior,F,ESP,5546,0.760728453
WK018T-1-G-00h-05I7_S131,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_grain,F,GBR,1894,0.832629356
T2,food,dairy,kefir,milk_kefir,F,IRL,1773,0.842075578
DF_4,food,dairy,cheese,pecorino_toscano,F,ITA,5213,0.858814502
ERS3967722,food,fermented_fruits_and_vegetables,sauerkraut,,F,IRL,2059,0.833899951
PU010_71775,food,dairy,cheese,puzzone_di_moena,F,ITA,8717,0.881954801
WK033-2-G-48h-04A9_S109,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_grain,F,ITA,3600,0.873333333
P2614,food,dairy,cheese,cheese_1_before_ripening;rind,F,ESP,11216,0.84807418
GR001_73417,food,dairy,cheese,grana_padano,F,ITA,3078,0.817738791
MO002_71775,food,dairy,cheese,montasio,F,ITA,4105,0.812423873
PM013_71775,food,dairy,cheese,provolone_del_monaco,F,ITA,2768,0.788656069
PS007_71775,food,dairy,cheese,pecorino_sardo,F,ITA,3887,0.781322357
I-29,food,dairy,cheese,cheese_rind_1_t180,F,ITA,5536,0.753973988
DF_92,food,dairy,cheese,provolone_del_monaco,F,ITA,3184,0.753454774
CS001_71775,food,dairy,cheese,caciocavallo_silano,F,ITA,4905,0.577573904
M-28,food,dairy,cheese,cheese_core_2_t45,F,ITA,2495,0.821643287
WK057-2-G-48h-05G9_S115,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_grain,F,NOR,1954,0.905834186
P2218_73323,food,dairy,cheese,cheese_1_after_ripening;interior,F,ESP,1933,0.806518365
P2544,food,dairy,cheese,cheese_1_before_ripening;rind,F,ESP,4632,0.836139896
P2601,food,dairy,cheese,cheese_2_after_ripening;interior,F,ESP,4505,0.723418424
MO013_71775,food,dairy,cheese,montasio,F,ITA,1455,0.809621993
PM005_71775,food,dairy,cheese,provolone_del_monaco,F,ITA,3993,0.76158277
WK025-2-G-48h-04A1_S101,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_grain,F,GBR,3324,0.888387485
WK027-1-L-48h-02I4_S14,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,AUT,2139,0.913978495
WK036-2-G-48h-04B3_S112,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_grain,F,GBR,1961,0.900560938
WK053-2-G-48h-05G5_S111,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_grain,F,FRA,3205,0.893603744
WK056-2-L-08h-04F8_S24,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,AUT,4831,0.788449596
DF_61,food,dairy,cheese,grana_padano,F,ITA,1451,0.781529979
SRS5653155,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,2226,0.955525606
P2607,food,dairy,cheese,cheese_2_before_ripening;interior,F,ESP,1772,0.744920993
ERS3967740,food,fermented_grains_legumes_and_seeds,kvass,beet_kvass,F,IRL,1963,0.797249109
WK017-2-G-48h-01E2_S17,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_grain,F,GBR,3490,0.873065903
WK056-2-L-48h-04F9_S25,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,AUT,3509,0.921060131
DF_54,food,dairy,cheese,provolone_del_monaco,F,ITA,3884,0.848609681
SRS5653374,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,752,0.857712766
P2246_73323,food,dairy,cheese,cheese_2_before_ripening;interior,F,ESP,5560,0.868705036
P2551,food,dairy,cheese,cheese_2_after_ripening;interior,F,ESP,6405,0.856830601
CS007_71775,food,dairy,cheese,caciocavallo_silano,F,ITA,2049,0.80624695
FO005_71775,food,dairy,cheese,fontina,F,ITA,8367,0.882514641
GR111_73417,food,dairy,cheese,grana_padano,F,ITA,1420,0.797887324
ERS1354646,food,dairy,kefir,milk_kefir,F,GBR,689,0.785195936
DF_104,food,dairy,cheese,provolone_del_monaco,F,ITA,2866,0.747732031
PM003_71775,food,dairy,cheese,provolone_del_monaco,F,ITA,4352,0.814797794
PV005_71775,food,dairy,cheese,provolone_valpadana,F,ITA,2082,0.794908742
WK056-1-L-48h-04F7_S23,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,AUT,2706,0.93902439
C2,food,dairy,kefir,milk_kefir,F,ALA,904,0.828539823
G7,food,dairy,kefir,milk_kefir,F,PRT,918,0.830065359
L4,food,dairy,kefir,milk_kefir,F,GBR,3317,0.730177872
S7,food,dairy,kefir,milk_kefir,F,FRA,1723,0.73012188
P2243_73323,food,dairy,cheese,cheese_1_before_ripening;rind,F,ESP,8742,0.854037978
P2249_73323,food,dairy,cheese,cheese_2_after_ripening;rind,F,ESP,8238,0.834911386
P2626,food,dairy,cheese,cheese_2_before_ripening;rind,F,ESP,4758,0.770912148
DF_96,food,dairy,cheese,caciocavallo_ragusano,F,ITA,3654,0.856869184
SRS5652903,food,fermented_grains_legumes_and_seeds,sourdough,sourdough_starter,F,USA,2079,0.81048581
P2220_73323,food,dairy,cheese,cheese_2_after_ripening;interior,F,ESP,2014,0.779046673
TGS10-28,food,dairy,cheese,cheese_2_after_ripening;core,F,IRL,2947,0.801832372
DF_86,food,dairy,cheese,fiore_sardo,F,ITA,1743,0.760757315
ERS3967744,food,fermented_beverages,lemon_and_ginger_gizz,,F,IRL,1075,0.949767442
VB02-28,food,dairy,cheese,ripened_cheese_b_core,F,AUT,1324,0.795317221
T4,food,dairy,kefir,milk_kefir,F,IRL,2645,0.790926276
P2605,food,dairy,cheese,cheese_1_before_ripening;interior,F,ESP,2171,0.736066329
P2616,food,dairy,cheese,cheese_2_before_ripening;rind,F,ESP,10300,0.830485437
WK056-2-G-48h-05G8_S114,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_grain,F,AUT,3254,0.917947142
V11,food,dairy,kefir,milk_kefir,F,DEU,1709,0.732592159
P2575,food,dairy,cheese,cheese_1_before_ripening;interior,F,ESP,1679,0.752233472
P2615,food,dairy,cheese,cheese_1_before_ripening;interior,F,ESP,4015,0.786550436
FO001_71775,food,dairy,cheese,fontina,F,ITA,2991,0.72484119
FO007_71775,food,dairy,cheese,fontina,F,ITA,8565,0.874722709
PM007_71775,food,dairy,cheese,provolone_del_monaco,F,ITA,2430,0.764197531
M-23.1,food,dairy,cheese,cheese_core_1_t15,F,ITA,2546,0.769049489
WK013-2-G-48h-01D7_S13,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_grain,F,DEU,2957,0.859316875
D6,food,dairy,kefir,milk_kefir,F,DNK,1037,0.842815815
P2565,food,dairy,cheese,cheese_1_before_ripening;interior,F,ESP,4579,0.783358812
WK018T-2-G-00h-05I8_S132,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_grain,F,GBR,1736,0.843317972
WK025-2-L-48h-02H7_S8,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,GBR,3818,0.865374542
TGS10-29,food,dairy,cheese,cheese_1_after_ripening;rind,F,IRL,1052,0.797528517
WK025-2-L-08h-02H6_S7,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_liquid,F,GBR,3827,0.867520251
M-24.1,food,dairy,cheese,cheese_core_2_t15,F,ITA,2876,0.789638387
WK009-2-G-48h-01D3_S9,food,fermented_beverages,water_kefir,water_kefir_figs_fresh_grain,F,DEU,4691,0.795992326
J8,food,dairy,kefir,milk_kefir,F,GBR,1744,0.822821101
V7,food,dairy,kefir,milk_kefir,F,DEU,2200,0.780454545
DF_37,food,dairy,cheese,fontina,F,ITA,4857,0.927939057
P2548,food,dairy,cheese,cheese_1_after_ripening;rind,F,ESP,6120,0.853921569
PM012_71775,food,dairy,cheese,provolone_del_monaco,F,ITA,3378,0.791592658
